category,name,price
Флокулянты,Флокулянт Praestol 2530,350
Флокулянты,Флокулянт Superfloc A120PWG,350
Флокулянты,Флокулянт Superfloc A120HMW,350
Флокулянты,Флокулянт Superfloc A120,350
Флокулянты,Флокулянт Superfloc A110PWG,350
Флокулянты,Флокулянт Praestol 2620,350
Флокулянты,Флокулянт Praestol 2540 TR,350
Флокулянты,Флокулянт Superfloc C493P,310
Техническая химия,"Натр Едкий  Очищенный 46% (Сода каустическая, щелочь)",150
Активированные угли,Активированный уголь БАУ-ЛВП ТУ 20.14.72-023-72651045-2017 (для ликероводки,250
Ионообменные смолы,Смола Lewatit (Леватит) CNP LF,245
Ингибиторы коррозии и солеотложения,Оксиэтилидендифосфоновая кислота 98% (ОЭДФ кислота) (25 пакетов по 1 кг),490
Силикагели,Силикагель фасованный КСКГ (порционный) по 100 г,50
Цеолиты,Цеолит природный (фр. 0-1 мм),20
Коагулянты,Полиоксихлорид алюминия Аква-РАС 30 (полный аналог Аква-Аурат-30) (25 пакет,160
Кварцевый песок,"Песок кварцевый (фракция 0,1-0,6 мм)",15
Кварцевый песок,"Песок кварцевый фракция 0,8-2,0 мм",15
Кварцевый песок,"Песок кварцевый фракция 2,0-5,0 мм",15
Кварцевый песок,"Песок кварцевый фракция 0,3-0,6 мм",15
Кварцевый песок,"Песок кварцевый фракция 3,0-6,0 мм",15
Кварцевый песок,"Песок кварцевый фракция 0,8-1,2 мм",15
Кварцевый песок,"Песок кварцевый фракция 0,5-1,6 мм",15
Кварцевый песок,"Песок кварцевый фракция 0,4-0,8 мм",15
Кварцевый песок,"Песок кварцевый (фракция 1,0-3,0 мм)",310
Кварцевый песок,"Цветной кварцевый песок (фракция 2,0-5,0 мм)",15
Кварцевый песок,"Цветной кварцевый песок (фракция 0,8-2,0 мм)",15
Кварцевый песок,"Цветной кварцевый песок (фракция 0,4-0,8 мм)",15
Кварцевый песок,"Песок кварцевый (фракция 0,6-1,2 мм)",15
Кварцевый песок,"Песок кварцевый (фракция 0,5-1,0 мм)",15
Кварцевый песок,"Песок кварцевый (фракция 0,5-0,8 мм)",15
Кварцевый песок,"Песок кварцевый (фракция 0,1-0,5 мм)",15
Кварцевый песок,"Песок кварцевый (фракция 0,1-0,2 мм)",15
Коагулянты,Полиоксихлорид алюминия Аква-Аурат-30 (25 пакетов по 1 кг),100
Коагулянты,Полиоксихлорид Алюминия БОПАК-Е (18%),90
Коагулянты,Полиоксихлорид Алюминия PAX-18 (PAX-XL100),100
Коагулянты,Полиоксихлорид Алюминия Бриллиант-50 (30%),160
Коагулянты,Полиоксихлорид Алюминия Аква-PAC 30,120
Коагулянты,Полиоксихлорид Алюминия марки ПОХА-18 (18%),78
Коагулянты,Полиоксихлорид Алюминия марки ПОХА-10 (10%),50
Коагулянты,Полиоксихлорид Алюминия марки ОХА-В (18%),75
Коагулянты,Полиоксихлорид Алюминия марки Б (18%),70
Коагулянты,Полиоксихлорид Алюминия Аква-Аурат-18,80
Коагулянты,Полиоксихлорид Алюминия марки А (10%),30
Коагулянты,Полиоксихлорид Алюминия марки ПОХА-14 (14%),45
Коагулянты,Полиоксихлорид Алюминия Аква-Аурат-15,50
Коагулянты,"Гидроксихлорид Алюминия, м.А",40
Коагулянты,Полиоксихлорид Алюминия Харвест-48 (30%),140
Коагулянты,Полиоксихлорид Алюминия UltraPAC-30-V,150
Коагулянты,Полиоксихлорид Алюминия UltraPAC-30-S,150
Коагулянты,Полиоксихлорид Алюминия PAX-PS,150
Коагулянты,Полиоксихлорид Алюминия PAX-30,130
Коагулянты,Сульфат Алюминия,50
Коагулянты,Полиоксихлорид Алюминия Аква-Аурат-10,80
Коагулянты,Полиоксихлорид Алюминия Аква-Аурат-30,120
Коагулянты,Сульфат Алюминия ГРАЛС В/С (размер частиц до 20 мм),20
Коагулянты,Полиоксихлорид Алюминия  (18%),80
Коагулянты,Сульфат Алюминия Жидкий (водный раствор),50
Коагулянты,Полиоксихлорид Алюминия 30,120
Коагулянты,аналог Аква-Аурат-10,50
Коагулянты,Аква-Аурат-15,50
Коагулянты,Железо (III) хлорное 6-ти водное (кристаллическое),236
Коагулянты,Сульфат Алюминия Порошкообразный,50
Коагулянты,Железо хлорное 40% (жидкое),230
Цеолиты,"Цеолит природный (фр. 2,0-5,0 мм)",20
Цеолиты,"Цеолит природный (фр. 1,0-5,0 мм)",20
Цеолиты,Цеолит синтетический марки Ca (4 мм),210
Цеолиты,Цеолит природный (фр. 0-3 мм),25
Цеолиты,Цеолит Синтетический марки NaА-БКО,230
Цеолиты,"Цеолит синтетический марки Ca (3, 4 мм)",185
Цеолиты,"Цеолит синтетический марки CaA (3, 4 мм)",195
Цеолиты,"Цеолит синтетический марки CaA (1,6-3,2 мм) (шарик)",190
Цеолиты,Цеолит синтетический марки NaA (3-5 мм) (шарик),260
Цеолиты,"Цеолит синтетический марки NaX (3,0-5,0 мм) (шарик)",230
Цеолиты,Цеолит Синтетический марки КА-БС,200
Цеолиты,Цеолит Синтетический марки КА-ГНС,200
Цеолиты,Цеолит синтетический марки Ca,200
Цеолиты,Цеолит Синтетический марки CaA,220
Цеолиты,Цеолит синтетический марки NaX-К,230
Цеолиты,Цеолит синтетический марки NaX-К (фр. 3; 4 мм) черенок,230
Цеолиты,Цеолит Синтетический марки NaА (4 мм),220
Цеолиты,Цеолит Синтетический марки NaX (2 мм),230
Цеолиты,Цеолит Синтетический типа CaA-БС,240
Цеолиты,Цеолит Синтетический марки NaX (4 мм),260
Цеолиты,Цеолит Синтетический марки NaХ-БСО,250
Цеолиты,Цеолит Синтетический марки NaХ-БС,250
Цеолиты,Цеолит синтетический марки NaХ-БКО (фр.3 мм) черенок,260
Цеолиты,Цеолит природный для кошачьего туалета,30
Цеолиты,"Цеолит природный фр.0,8-2,0 мм",25
Цеолиты,"Цеолит природный фр.5,0-10,0 мм",20
Цеолиты,"Цеолит природный фр.3,0-5,0 мм",20
Цеолиты,Цеолит Синтетический марки NaА-Y,230
Цеолиты,Цеолит Синтетический марки NaA-БС,225
Цеолиты,"Цеолит природный фр.1,0-3,0 мм",30
Цеолиты,Цеолит Синтетический марки CaХ,220
Цеолиты,Активный оксид алюминия АОА,300
Цеолиты,"Активный оксид алюминия (фр. 5-8 мм) шарик, Россия",450
Цеолиты,Активный оксид алюминия (шарик) (фр. 2-3мм) 25 кг,470
Цеолиты,Цеолитовый наполнитель впитывающий,50
Цеолиты,Цеолит синтетический марки КА,320
Цеолиты,"Цеолит синтетический марки CaA (3,0-5,0 мм) (шарик)",220
Цеолиты,Цеолит Синтетический марки NaА (2 мм),230
Цеолиты,"Цеолит синтетический марки NaX (1,6-3,2 мм) (шарик)",230
Цеолиты,"Цеолит синтетический марки NaA (1,6-3,2 мм) (шарик)",220
Силикагели,Силикагель фасованный КСКГ (порционный) по 250 г,55
Силикагели,Силикагель фасованный КСКГ (порционный) по 300 г,60
Силикагели,Силикагель фасованный КСКГ (порционный) по 5 кг,160
Силикагели,Силикагель фасованный КСКГ (порционный) по 500 г,200
Силикагели,Силикагель фасованный КСКГ (порционный) по 15 кг,150
Силикагели,Силикагель фасованный КСКГ (порционный) по 10 кг,140
Силикагели,Силикагель фасованный КСМГ (порционный) по 100 г,50
Силикагели,Силикагель фасованный КСМГ (порционный) по 250 г,55
Силикагели,Силикагель фасованный КСМГ (порционный) по 300 г,60
Силикагели,Силикагель фасованный КСМГ (порционный) по 5 кг,200
Силикагели,Силикагель фасованный КСМГ (порционный) по 500 г,150
Силикагели,Силикагель фасованный КСМГ (порционный) по 15 кг,140
Силикагели,Силикагель фасованный КСМГ (порционный) по 10 кг,120
Силикагели,Силикагелевый наполнитель для кошачьего туалета,100
Силикагели,Осушитель воздуха в тканевом мешочке с завязками 1 кг,150
Силикагели,Осушитель воздуха в тканевом мешочке с завязками 250 гр,100
Силикагели,Осушитель воздуха в тканевом мешочке с завязками 200 гр,95
Силикагели,Силикагель индикаторный 15 кг,500
Силикагели,Силикагель фасованный КСМГ (порционный) по 1 кг,150
Силикагели,Силикагель КСМГ (Россия),130
Силикагели,Силикагель КСМГ (Китай),135
Силикагели,Силикагель индикаторный (Китай),700
Силикагели,Силикагель КСКГ (Россия),190
Силикагели,Силикагель для Стеклопакетов,120
Силикагели,Силикагель индикаторный ГОСТ 8984-75,700
Силикагели,Активный оксид алюминия (шарик) (d=2-3мм),480
Силикагели,Активный оксид алюминия (шарик) (d=3-5мм),450
Силикагели,Активный оксид алюминия для адсорбционных колонн,340
Силикагели,Осушитель воздуха в тканевом мешке с визуальным контролем 10 кг,150
Силикагели,Осушитель воздуха в тканевом мешке с визуальным контролем 5 кг,170
Силикагели,Осушитель воздуха в тканевом мешке с визуальным контролем 1 кг,200
Силикагели,Силикагель фасованный (порционный) 200 гр,350
Силикагели,Силикагель фасованный (порционный) 150 гр,350
Силикагели,Силикагель Индикаторный 10 кг,5000
Силикагели,Силикагель Индикаторный 2 кг,1000
Силикагели,Силикагель Индикаторный 500 гр,500
Силикагели,Силикагель Индикаторный 5 кг,3000
Силикагели,Силикагель фасованный (порционный) 1 кг,170
Силикагели,Силикагель фасованный (порционный) 100 гр,200
Силикагели,Силикагель индикаторный 100 гр,500
Силикагели,Силикагелевый наполнитель,130
Ингибиторы коррозии и солеотложения,Комплексонат ОЭДФ-цинк (порошок) (Китай) (25 пакетов по 1 кг),375
Ингибиторы коррозии и солеотложения,Комплексонат НТФ-цинк (порошок) (Китай) (25 пакетов по 1 кг),350
Ингибиторы коррозии и солеотложения,Аминат БКу,280
Ингибиторы коррозии и солеотложения,Аминат КО-5,280
Ингибиторы коррозии и солеотложения,Аминат БДБ-5,280
Ингибиторы коррозии и солеотложения,Аминат БКА,280
Ингибиторы коррозии и солеотложения,Аминат БДБ,290
Ингибиторы коррозии и солеотложения,Аметек РО-1,290
Ингибиторы коррозии и солеотложения,Аминат НД,290
Ингибиторы коррозии и солеотложения,Аминат БК,290
